web-scraper-order,web-scraper-start-url,categorie 1,categorie 2,categorie 2-href,categorie 3,categorie 3-href
1612544814-1183,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un jugement d'autorisation d'inscription tardive de décès,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/330/2/56
1612544814-1182,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Déclarer un décès,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/329/2/56
1612544814-1181,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Enregistrer une reconnaissance d’enfant,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/327/2/56
1612544814-1180,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un jugement d'autorisation d'inscription de naissance,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/325/2/56
1612544814-1179,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Déclarer une naissance,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/324/2/56
1612544814-1178,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un certificat de non inscription de décès,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/314/2/56
1612544814-1177,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un extrait du registre des actes de décès,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/313/2/56
1612544814-1176,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un bulletin de décès,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/312/2/56
1612544814-1175,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander une copie littérale d'acte de mariage,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/311/2/56
1612544814-1174,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander une copie littérale d’acte de décès,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/310/2/56
1612544814-1173,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un extrait du registre des actes de naissance,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/309/2/56
1612544814-1172,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un bulletin de naissance,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/308/2/56
1612544814-1171,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un extrait du registre des actes de mariage,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/307/2/56
1612544814-1170,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un certificat de non inscription de naissance,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/305/2/56
1612544814-1169,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un certificat de non inscription de mariage,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/304/2/56
1612544814-1168,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Etat civil,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/56/2,Demander un passeport de réfugié,https://web.archive.org/web/20201128200031/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/86/2/56
1612544782-1167,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Saisir le Fonds de garantie automobile (FGA) en cas d’accident corporel de la circulation routière,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1174/2/67
1612544782-1166,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Demander un extrait de sortie de secours (ESS) de la  Brigade nationale des sapeurs-pompiers,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1040/2/67
1612544782-1165,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Solliciter l’intervention de la Brigade nationale des sapeurs pompiers à l’occasion de rencontres internationales,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1039/2/67
1612544782-1164,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Solliciter l’intervention de la Brigade nationale des sapeurs pompiers à l’occasion de manifestations sportives et culturelles,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1038/2/67
1612544782-1163,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Solliciter l’intervention de la Brigade nationale des sapeurs pompiers à l’occasion de rencontres internationales,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1037/2/67
1612544782-1162,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Demander à s'inscrire pour le recrutement des Sapeurs Pompiers,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1034/2/67
1612544782-1161,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Bénéficier d’une prise en charge médicale de la Ville de Dakar,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/858/2/67
1612544782-1160,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Bénéficier d’un financement du Programme d’appui aux familles en situation d’extrême pauvreté (PAFSEP),https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/857/2/67
1612544782-1159,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Bénéficier d’un secours d’indigence de la Ville de Dakar,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/856/2/67
1612544782-1158,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Demander à élaguer un arbre,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/812/2/67
1612544782-1157,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,"Demander la désinfection, la désinsectisation et ou la dératisation de locaux ou domicile",https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/736/2/67
1612544782-1156,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,S'inscrire aux concours de sous-officier de paix de la police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/554/2/67
1612544782-1155,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,S'inscrire au concours d'officier de paix de la police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/553/2/67
1612544782-1154,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,S'inscrire au concours de gardien de la paix de la police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/523/2/67
1612544782-1153,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,S'inscrire au concours d'officier de police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/522/2/67
1612544782-1152,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,S'inscrire au concours d'inspecteur de police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/521/2/67
1612544782-1151,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,S'inscrire au concours de commissaire de police,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/520/2/67
1612544782-1150,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Porter plainte directement devant le procureur de la République,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/378/2/67
1612544782-1149,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Faire une réclamation sur des faits mettant en cause un ou des agent(s) chargé(s) de la sécurité publique,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/263/2/67
1612544782-1148,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité","Sécurité, assistance et urgences",https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/67/2,Demander un soutien logistique à l'Armée,https://web.archive.org/web/20201021155919/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/121/2/67
1612544751-1147,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander un passeport de service au Ministère des Affaires Etrangères,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/829/2/231
1612544751-1146,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander un passeport diplomatique au Ministère des Affaires Etrangères,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/828/2/231
1612544751-1145,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander l’établissement de sauf-conduit pour un ressortissant sénégalais résidant à l’étranger,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/686/2/231
1612544751-1144,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander l’établissement de passeport ordinaire pour un ressortissant sénégalais résidant à l’étranger,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/684/2/231
1612544751-1143,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,"Demander la transcription d’un acte d’état civil (acte de naissance, acte de mariage, acte de décès) auprès des services consulaires",https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/683/2/231
1612544751-1142,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander l’immatriculation consulaire des Sénégalais résidant à l’étranger,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/682/2/231
1612544751-1141,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander à être nommé chef de village,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/680/2/231
1612544751-1140,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander une carte nationale d'identité,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/425/2/231
1612544751-1139,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander la nationalité sénégalaise par filiation (ou d'origine),https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/340/2/231
1612544751-1138,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander la nationalité sénégalaise par voie de mariage,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/339/2/231
1612544751-1137,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander à acquérir la nationalité sénégalaise par décret  (naturalisation),https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/338/2/231
1612544751-1136,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Renoncer à la nationalité sénégalaise,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/337/2/231
1612544751-1135,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Opter pour la nationalité sénégalaise,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/335/2/231
1612544751-1134,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Enregistrer une reconnaissance d’enfant,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/327/2/231
1612544751-1133,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander un certificat de vie collectif,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/250/2/231
1612544751-1132,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander une carte de circulation,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/84/2/231
1612544751-1131,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Nationalité et identité,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/231/2,Demander un certificat de nationalité sénégalaise,https://web.archive.org/web/20201021155029/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/30/2/231
1612544721-1130,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Elections et carte d'électeur,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/13/2,Demander à être nommé chef de village,https://web.archive.org/web/20201021161753/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/680/2/13
1612544692-1129,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Contentieux,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/64/2,Faire une réclamation sur des faits mettant en cause un ou des agent(s) chargé(s) de la sécurité publique,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/263/2/64
1612544692-1128,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Contentieux,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/64/2,Demander le règlement d’un contentieux judiciaire avec l’Etat,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/221/2/64
1612544692-1127,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Contentieux,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/64/2,Porter plainte,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/135/2/64
1612544692-1126,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Contentieux,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/64/2,Instruire une plainte à l’autorité de régulation des télécommunications et des postes  dirigée contre un fournisseur de service à va leur ajoutée,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1047/2/64
1612544692-1125,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Contentieux,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/64/2,Demander à  instruire une plainte à l’autorité de régulation des télécommunications et des postes contre les opérateurs de téléphonie au Sénégal,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/1041/2/64
1612544692-1124,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Contentieux,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/64/2,Demander des renseignements sur des règlements de créances des sociétés d’Etat en liquidation.,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/887/2/64
1612544692-1123,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/1/2,"Citoyenneté, justice et sécurité",Contentieux,https://web.archive.org/web/20210114035406/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/1/64/2,Demander la réparation d’un dommage causé par l’Etat,https://web.archive.org/web/20201021164047/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/1/886/2/64
