web-scraper-order,web-scraper-start-url,categorie 1,categorie 2,categorie 2-href,categorie 3,categorie 3-href
1612634827-1827,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander un agrément auprès du Projet de construction et de réhabilitation du patrimoine de l'Etat (PCRPE),https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/287/18/169
1612634827-1826,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Faire une déclaration d'importation de produits alimentaires,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/241/18/169
1612634827-1825,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation préalable d'importation pour certains produits,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/240/18/169
1612634827-1824,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander un certificat de qualité pour l'exportation du sel,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/239/18/169
1612634827-1823,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander un certificat d'origine pour l'exportation,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/238/18/169
1612634827-1822,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demande d'autorisation d'ouverture et d'exploitation d'un débit de boisson,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/184/18/169
1612634827-1821,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation de lotissement,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/128/18/169
1612634827-1820,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander à obtenir une carte professionnelle d'artisan,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/120/18/169
1612634827-1819,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander l'autorisation de mise sur le marché d'un médicament (AMM),https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/117/18/169
1612634827-1818,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation de transport (licence),https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/110/18/169
1612634827-1817,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une autorisation d'ouverture d'un atelier d'ajustage de clés,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/74/18/169
1612634827-1816,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Passer l'examen de moniteur d'auto-école,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/47/18/169
1612634827-1815,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une assistance à la création d'un groupement d’intérêt économique (GIE),https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/27/18/169
1612634827-1814,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,"Normalisation, qualité, agréments, autorisations et licences",https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/169/18,Demander une carte d'import-export,https://web.archive.org/web/20200216201518/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/24/18/169
1612634816-1813,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Demander un agrément de transport d’hydrocarbures raffinés,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1036/18/172
1612634816-1812,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Comment obtenir un agrément de  manutentionnaire,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/863/18/172
1612634816-1811,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Comment obtenir l’agrément de consignataire,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/860/18/172
1612634816-1810,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Comment devenir transitaire,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/854/18/172
1612634816-1809,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Demander à obtenir un document d'identification de marin,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/652/18/172
1612634816-1808,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Demander l'instauration d'une zone d'interdiction de stationnement,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/567/18/172
1612634816-1807,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Demander l'instauration d'une zone de stationnement réservée,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/566/18/172
1612634816-1806,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Demander une mutation d’une autorisation de transport routier,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/491/18/172
1612634816-1805,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Demander un agrément pour l’exercice du transport routier,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/490/18/172
1612634816-1804,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Passer le permis de conduire pour véhicules lourds (type C),https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/489/18/172
1612634816-1803,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Transports et logistique,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/172/18,Demander la réception par type d’un nouveau modèle de véhicule automobile et motocycliste importé,https://web.archive.org/web/20200216201523/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/487/18/172
1612634789-1802,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Autres,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/220/18,S’inscrire au registre des navires de pêche industrielle,https://web.archive.org/web/20200217215104/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/655/18/220
1612634789-1801,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Autres,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/220/18,Demander à  obtenir un acte de nationalité sénégalaise d’un navire,https://web.archive.org/web/20200217215104/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/651/18/220
1612634789-1800,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/18,Activités de l'entreprise,Autres,https://web.archive.org/web/20201128194732/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/220/18,S'acquitter de la taxe publicitaire,https://web.archive.org/web/20200217215104/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/571/18/220
1612634753-1799,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander un visa de contrat de travail à l’Inspection du Travail,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1148/15/145
1612634753-1798,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Faire la déclaration annuelle de la situation de son entreprise à l’Inspection du Travail,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1147/15/145
1612634753-1797,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander à obtenir du matériel et mobilier de bureau à la Direction du matériel et du Transit administratif de l’Etat (DMTA),https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1137/15/145
1612634753-1796,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander à bénéficier d’une formation en comptabilité des matières à la Direction du Matériel et du Transit administratif de l’Etat (DMTA),https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1135/15/145
1612634753-1795,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander à bénéficier de services  d’un notaire pour des conseils et études en  fiscalité  et gestion du patrimoine,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1093/15/145
1612634753-1794,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander à bénéficier de services ou conseils d’un notaire pour la cession de parts sociales ou  d’actions d’une société,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1079/15/145
1612634753-1793,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander un remboursement d'impôts indirects,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/622/15/145
1612634753-1792,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander un remboursement d’impôts directs,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/614/15/145
1612634753-1791,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Reverser les retenues à la source pour les prestations de services,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/608/15/145
1612634753-1790,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Déclarer des sommes versées aux non salariés de l'entreprise,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/607/15/145
1612634753-1789,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander un remboursement d'impôts,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/528/15/145
1612634753-1788,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Gestion, comptabilité et finances",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/145/15,Demander un quitus fiscal,https://web.archive.org/web/20200615203128/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/165/15/145
1612634729-1787,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Instruire une plainte à l’autorité de régulation des télécommunications et des postes  dirigée contre un fournisseur de service à va leur ajoutée,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1047/15/147
1612634729-1786,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander à  instruire une plainte à l’autorité de régulation des télécommunications et des postes contre les opérateurs de téléphonie au Sénégal,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/1041/15/147
1612634729-1785,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander des renseignements sur des règlements de créances des sociétés d’Etat en liquidation.,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/887/15/147
1612634729-1784,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander la réparation d’un dommage causé par l’Etat,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/886/15/147
1612634729-1783,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander l’exécution d’une décision de justice condamnant l'Etat,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/784/15/147
1612634729-1782,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander un procès verbal de saisie -rémunération,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/694/15/147
1612634729-1781,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Comment obtenir l'aide d'un médiateur financier,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/669/15/147
1612634729-1780,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander un remboursement d'impôts indirects,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/622/15/147
1612634729-1779,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander un remboursement d’impôts directs,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/614/15/147
1612634729-1778,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander un remboursement d’impôts directs,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/614/15/147
1612634729-1777,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander un remboursement d’impôts directs,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/614/15/147
1612634729-1776,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander un remboursement d’impôts directs,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/614/15/147
1612634729-1775,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander un remboursement d'impôts,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/528/15/147
1612634729-1774,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales","Litiges, contentieux et dettes",https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/147/15,Demander le règlement d’un contentieux judiciaire avec l’Etat,https://web.archive.org/web/20200615203139/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/221/15/147
1612634701-1773,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Impôts sur les sociétés,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/157/15,Déclarer des sommes versées aux non salariés de l'entreprise,https://web.archive.org/web/20200714204307/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/607/15/157
1612634701-1772,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Impôts sur les sociétés,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/157/15,Faire une déclaration pour la contribution globale unique (CGU),https://web.archive.org/web/20200714204307/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/601/15/157
1612634701-1771,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Impôts sur les sociétés,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/157/15,Payer l'impôt sur les sociétés,https://web.archive.org/web/20200714204307/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/592/15/157
1612634701-1770,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Impôts sur les sociétés,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/157/15,S'acquitter de l'imposition à la contribution forfaitaire à la charge des employeurs (CFCE),https://web.archive.org/web/20200714204307/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/565/15/157
1612634701-1769,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Impôts sur les sociétés,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/157/15,Demander une remise gracieuse d’impôt,https://web.archive.org/web/20200714204307/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/532/15/157
1612634701-1768,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/theme/2/15,"Questions juridiques, administratives et fiscales",Impôts sur les sociétés,https://web.archive.org/web/20201128194647/http://www.servicepublic.gouv.sn/index.php/demarche_administrative/sou_theme/2/157/15,Demander un remboursement d'impôts,https://web.archive.org/web/20200714204307/http://servicepublic.gouv.sn/index.php/demarche_administrative/demarche/2/528/15/157
